comunidades_autónomas;periodo;género;trastornos;benzodiacepinas;máximo_histórico_alquiler;precio_alquiler;precio_venta;máximo_histórico_venta;dificultades_medias_altas_para_llegar_a_fin_de_mes;población_con_gasto_elevado_en_vivienda;retrasos_en_los_pagos;población_con_falta_de_espacio_en_la_vivienda;desigualdad_en_la_distribución_de_ingresos_s80s20_y_coeficiente_de_gini;total;social_pib;empleo_pib;vivienda_pib;sanidad_pib;educacion_pib;cultura_pib;psector_pib;energía_pib;turismo_pib;altocargo_pib
02 Aragón;2013;hombres;6,292;;9,3;6;1.425;2.008;36,2;9,8;11,6;3,9;Distribución de la renta S80/S20 (alquiler imputado);5,1;0,94%;0,29%;0,12%;5,00%;2,76%;0,08%;1,98%;0,09%;0,08%;0,08%
02 Aragón;2013;hombres;6,292;;9,3;6;1.425;2.008;36,2;9,8;11,6;3,9;Gini;31,8;0,94%;0,29%;0,12%;5,00%;2,76%;0,08%;1,98%;0,09%;0,08%;0,08%
02 Aragón;2013;hombres;6,292;;9,3;6;1.425;2.008;36,2;9,8;11,6;3,9;Gini (con alquiler imputado);29,9;0,94%;0,29%;0,12%;5,00%;2,76%;0,08%;1,98%;0,09%;0,08%;0,08%
02 Aragón;2013;mujeres;14,391;;9,3;6;1.425;2.008;36,2;9,8;11,6;3,9;Distribución de la renta S80/S20;5,6;0,94%;0,29%;0,12%;5,00%;2,76%;0,08%;1,98%;0,09%;0,08%;0,08%
02 Aragón;2013;mujeres;14,391;;9,3;6;1.425;2.008;36,2;9,8;11,6;3,9;Distribución de la renta S80/S20 (alquiler imputado);5,1;0,94%;0,29%;0,12%;5,00%;2,76%;0,08%;1,98%;0,09%;0,08%;0,08%
02 Aragón;2013;mujeres;14,391;;9,3;6;1.425;2.008;36,2;9,8;11,6;3,9;Gini;31,8;0,94%;0,29%;0,12%;5,00%;2,76%;0,08%;1,98%;0,09%;0,08%;0,08%
02 Aragón;2013;mujeres;14,391;;9,3;6;1.425;2.008;36,2;9,8;11,6;3,9;Gini (con alquiler imputado);29,9;0,94%;0,29%;0,12%;5,00%;2,76%;0,08%;1,98%;0,09%;0,08%;0,08%
02 Aragón;2013;total;10,404;;9,3;6;1.425;2.008;36,2;9,8;11,6;3,9;Distribución de la renta S80/S20;5,6;0,94%;0,29%;0,12%;5,00%;2,76%;0,08%;1,98%;0,09%;0,08%;0,08%
02 Aragón;2013;total;10,404;;9,3;6;1.425;2.008;36,2;9,8;11,6;3,9;Distribución de la renta S80/S20 (alquiler imputado);5,1;0,94%;0,29%;0,12%;5,00%;2,76%;0,08%;1,98%;0,09%;0,08%;0,08%
02 Aragón;2013;total;10,404;;9,3;6;1.425;2.008;36,2;9,8;11,6;3,9;Gini;31,8;0,94%;0,29%;0,12%;5,00%;2,76%;0,08%;1,98%;0,09%;0,08%;0,08%
02 Aragón;2013;total;10,404;;9,3;6;1.425;2.008;36,2;9,8;11,6;3,9;Gini (con alquiler imputado);29,9;0,94%;0,29%;0,12%;5,00%;2,76%;0,08%;1,98%;0,09%;0,08%;0,08%
02 Aragón;2014;hombres;6,485;3,472;9,3;5,8;1.312;2.008;25,6;9,1;11,1;1,8;Distribución de la renta S80/S20;6;0,97%;0,29%;0,08%;4,93%;2,75%;0,07%;2,03%;0,07%;0,08%;0,08%
02 Aragón;2014;hombres;6,485;3,472;9,3;5,8;1.312;2.008;25,6;9,1;11,1;1,8;Distribución de la renta S80/S20 (alquiler imputado);5,5;0,97%;0,29%;0,08%;4,93%;2,75%;0,07%;2,03%;0,07%;0,08%;0,08%
02 Aragón;2014;hombres;6,485;3,472;9,3;5,8;1.312;2.008;25,6;9,1;11,1;1,8;Gini;32,8;0,97%;0,29%;0,08%;4,93%;2,75%;0,07%;2,03%;0,07%;0,08%;0,08%
02 Aragón;2014;hombres;6,485;3,472;9,3;5,8;1.312;2.008;25,6;9,1;11,1;1,8;Gini (con alquiler imputado);30,4;0,97%;0,29%;0,08%;4,93%;2,75%;0,07%;2,03%;0,07%;0,08%;0,08%
02 Aragón;2014;mujeres;14,679;7,505;9,3;5,8;1.312;2.008;25,6;9,1;11,1;1,8;Distribución de la renta S80/S20;6;0,97%;0,29%;0,08%;4,93%;2,75%;0,07%;2,03%;0,07%;0,08%;0,08%
02 Aragón;2014;mujeres;14,679;7,505;9,3;5,8;1.312;2.008;25,6;9,1;11,1;1,8;Distribución de la renta S80/S20 (alquiler imputado);5,5;0,97%;0,29%;0,08%;4,93%;2,75%;0,07%;2,03%;0,07%;0,08%;0,08%
02 Aragón;2014;mujeres;14,679;7,505;9,3;5,8;1.312;2.008;25,6;9,1;11,1;1,8;Gini;32,8;0,97%;0,29%;0,08%;4,93%;2,75%;0,07%;2,03%;0,07%;0,08%;0,08%
02 Aragón;2014;mujeres;14,679;7,505;9,3;5,8;1.312;2.008;25,6;9,1;11,1;1,8;Gini (con alquiler imputado);30,4;0,97%;0,29%;0,08%;4,93%;2,75%;0,07%;2,03%;0,07%;0,08%;0,08%
02 Aragón;2014;total;10,645;5,751;9,3;5,8;1.312;2.008;25,6;9,1;11,1;1,8;Distribución de la renta S80/S20;6;0,97%;0,29%;0,08%;4,93%;2,75%;0,07%;2,03%;0,07%;0,08%;0,08%
02 Aragón;2014;total;10,645;5,751;9,3;5,8;1.312;2.008;25,6;9,1;11,1;1,8;Distribución de la renta S80/S20 (alquiler imputado);5,5;0,97%;0,29%;0,08%;4,93%;2,75%;0,07%;2,03%;0,07%;0,08%;0,08%
02 Aragón;2014;total;10,645;5,751;9,3;5,8;1.312;2.008;25,6;9,1;11,1;1,8;Gini;32,8;0,97%;0,29%;0,08%;4,93%;2,75%;0,07%;2,03%;0,07%;0,08%;0,08%
02 Aragón;2014;total;10,645;5,751;9,3;5,8;1.312;2.008;25,6;9,1;11,1;1,8;Gini (con alquiler imputado);30,4;0,97%;0,29%;0,08%;4,93%;2,75%;0,07%;2,03%;0,07%;0,08%;0,08%
02 Aragón;2015;hombres;6,648;3,347;9,3;6,1;1.276;2.008;20,7;6,4;8,1;1,2;Distribución de la renta S80/S20;5,4;0,97%;0,31%;0,09%;4,83%;2,70%;0,07%;1,97%;0,07%;0,07%;0,08%
02 Aragón;2015;hombres;6,648;3,347;9,3;6,1;1.276;2.008;20,7;6,4;8,1;1,2;Distribución de la renta S80/S20 (alquiler imputado);4,8;0,97%;0,31%;0,09%;4,83%;2,70%;0,07%;1,97%;0,07%;0,07%;0,08%
02 Aragón;2015;hombres;6,648;3,347;9,3;6,1;1.276;2.008;20,7;6,4;8,1;1,2;Gini;31,6;0,97%;0,31%;0,09%;4,83%;2,70%;0,07%;1,97%;0,07%;0,07%;0,08%
02 Aragón;2015;hombres;6,648;3,347;9,3;6,1;1.276;2.008;20,7;6,4;8,1;1,2;Gini (con alquiler imputado);29,3;0,97%;0,31%;0,09%;4,83%;2,70%;0,07%;1,97%;0,07%;0,07%;0,08%
02 Aragón;2015;mujeres;14,848;7,36;9,3;6,1;1.276;2.008;20,7;6,4;8,1;1,2;Distribución de la renta S80/S20;5,4;0,97%;0,31%;0,09%;4,83%;2,70%;0,07%;1,97%;0,07%;0,07%;0,08%
02 Aragón;2015;mujeres;14,848;7,36;9,3;6,1;1.276;2.008;20,7;6,4;8,1;1,2;Distribución de la renta S80/S20 (alquiler imputado);4,8;0,97%;0,31%;0,09%;4,83%;2,70%;0,07%;1,97%;0,07%;0,07%;0,08%
02 Aragón;2015;mujeres;14,848;7,36;9,3;6,1;1.276;2.008;20,7;6,4;8,1;1,2;Gini;31,6;0,97%;0,31%;0,09%;4,83%;2,70%;0,07%;1,97%;0,07%;0,07%;0,08%
02 Aragón;2015;mujeres;14,848;7,36;9,3;6,1;1.276;2.008;20,7;6,4;8,1;1,2;Gini (con alquiler imputado);29,3;0,97%;0,31%;0,09%;4,83%;2,70%;0,07%;1,97%;0,07%;0,07%;0,08%
02 Aragón;2015;total;10,811;5,614;9,3;6,1;1.276;2.008;20,7;6,4;8,1;1,2;Distribución de la renta S80/S20;5,4;0,97%;0,31%;0,09%;4,83%;2,70%;0,07%;1,97%;0,07%;0,07%;0,08%
02 Aragón;2015;total;10,811;5,614;9,3;6,1;1.276;2.008;20,7;6,4;8,1;1,2;Distribución de la renta S80/S20 (alquiler imputado);4,8;0,97%;0,31%;0,09%;4,83%;2,70%;0,07%;1,97%;0,07%;0,07%;0,08%
02 Aragón;2015;total;10,811;5,614;9,3;6,1;1.276;2.008;20,7;6,4;8,1;1,2;Gini;31,6;0,97%;0,31%;0,09%;4,83%;2,70%;0,07%;1,97%;0,07%;0,07%;0,08%
02 Aragón;2015;total;10,811;5,614;9,3;6,1;1.276;2.008;20,7;6,4;8,1;1,2;Gini (con alquiler imputado);29,3;0,97%;0,31%;0,09%;4,83%;2,70%;0,07%;1,97%;0,07%;0,07%;0,08%
02 Aragón;2016;hombres;6,766;3,504;9,3;6,4;1.243;2.008;24,6;5;8,2;1,5;Distribución de la renta S80/S20;5,1;1,03%;0,29%;0,10%;5,23%;2,84%;0,07%;1,85%;0,05%;0,09%;0,07%
02 Aragón;2016;hombres;6,766;3,504;9,3;6,4;1.243;2.008;24,6;5;8,2;1,5;Distribución de la renta S80/S20 (alquiler imputado);4,4;1,03%;0,29%;0,10%;5,23%;2,84%;0,07%;1,85%;0,05%;0,09%;0,07%
02 Aragón;2016;hombres;6,766;3,504;9,3;6,4;1.243;2.008;24,6;5;8,2;1,5;Gini;30,4;1,03%;0,29%;0,10%;5,23%;2,84%;0,07%;1,85%;0,05%;0,09%;0,07%
02 Aragón;2016;hombres;6,766;3,504;9,3;6,4;1.243;2.008;24,6;5;8,2;1,5;Gini (con alquiler imputado);27,8;1,03%;0,29%;0,10%;5,23%;2,84%;0,07%;1,85%;0,05%;0,09%;0,07%
02 Aragón;2016;mujeres;15,102;7,359;9,3;6,4;1.243;2.008;24,6;5;8,2;1,5;Distribución de la renta S80/S20;5,1;1,03%;0,29%;0,10%;5,23%;2,84%;0,07%;1,85%;0,05%;0,09%;0,07%
02 Aragón;2016;mujeres;15,102;7,359;9,3;6,4;1.243;2.008;24,6;5;8,2;1,5;Distribución de la renta S80/S20 (alquiler imputado);4,4;1,03%;0,29%;0,10%;5,23%;2,84%;0,07%;1,85%;0,05%;0,09%;0,07%
02 Aragón;2016;mujeres;15,102;7,359;9,3;6,4;1.243;2.008;24,6;5;8,2;1,5;Gini;30,4;1,03%;0,29%;0,10%;5,23%;2,84%;0,07%;1,85%;0,05%;0,09%;0,07%
02 Aragón;2016;mujeres;15,102;7,359;9,3;6,4;1.243;2.008;24,6;5;8,2;1,5;Gini (con alquiler imputado);27,8;1,03%;0,29%;0,10%;5,23%;2,84%;0,07%;1,85%;0,05%;0,09%;0,07%
02 Aragón;2016;total;10,999;5,684;9,3;6,4;1.243;2.008;24,6;5;8,2;1,5;Distribución de la renta S80/S20;5,1;1,03%;0,29%;0,10%;5,23%;2,84%;0,07%;1,85%;0,05%;0,09%;0,07%
02 Aragón;2016;total;10,999;5,684;9,3;6,4;1.243;2.008;24,6;5;8,2;1,5;Distribución de la renta S80/S20 (alquiler imputado);4,4;1,03%;0,29%;0,10%;5,23%;2,84%;0,07%;1,85%;0,05%;0,09%;0,07%
02 Aragón;2016;total;10,999;5,684;9,3;6,4;1.243;2.008;24,6;5;8,2;1,5;Gini;30,4;1,03%;0,29%;0,10%;5,23%;2,84%;0,07%;1,85%;0,05%;0,09%;0,07%
02 Aragón;2016;total;10,999;5,684;9,3;6,4;1.243;2.008;24,6;5;8,2;1,5;Gini (con alquiler imputado);27,8;1,03%;0,29%;0,10%;5,23%;2,84%;0,07%;1,85%;0,05%;0,09%;0,07%
02 Aragón;2017;hombres;7,133;4,921;9,3;6,8;1.255;2.008;15,7;4,1;3,7;1,9;Distribución de la renta S80/S20;4,6;1,06%;0,31%;0,10%;5,30%;2,96%;0,09%;1,78%;0,05%;0,06%;0,07%
02 Aragón;2017;hombres;7,133;4,921;9,3;6,8;1.255;2.008;15,7;4,1;3,7;1,9;Distribución de la renta S80/S20 (alquiler imputado);4,1;1,06%;0,31%;0,10%;5,30%;2,96%;0,09%;1,78%;0,05%;0,06%;0,07%
02 Aragón;2017;hombres;7,133;4,921;9,3;6,8;1.255;2.008;15,7;4,1;3,7;1,9;Gini;28,8;1,06%;0,31%;0,10%;5,30%;2,96%;0,09%;1,78%;0,05%;0,06%;0,07%
02 Aragón;2017;hombres;7,133;4,921;9,3;6,8;1.255;2.008;15,7;4,1;3,7;1,9;Gini (con alquiler imputado);26,5;1,06%;0,31%;0,10%;5,30%;2,96%;0,09%;1,78%;0,05%;0,06%;0,07%
02 Aragón;2017;mujeres;15,612;8,814;9,3;6,8;1.255;2.008;15,7;4,1;3,7;1,9;Distribución de la renta S80/S20;4,6;1,06%;0,31%;0,10%;5,30%;2,96%;0,09%;1,78%;0,05%;0,06%;0,07%
02 Aragón;2017;mujeres;15,612;8,814;9,3;6,8;1.255;2.008;15,7;4,1;3,7;1,9;Distribución de la renta S80/S20 (alquiler imputado);4,1;1,06%;0,31%;0,10%;5,30%;2,96%;0,09%;1,78%;0,05%;0,06%;0,07%
02 Aragón;2017;mujeres;15,612;8,814;9,3;6,8;1.255;2.008;15,7;4,1;3,7;1,9;Gini;28,8;1,06%;0,31%;0,10%;5,30%;2,96%;0,09%;1,78%;0,05%;0,06%;0,07%
02 Aragón;2017;mujeres;15,612;8,814;9,3;6,8;1.255;2.008;15,7;4,1;3,7;1,9;Gini (con alquiler imputado);26,5;1,06%;0,31%;0,10%;5,30%;2,96%;0,09%;1,78%;0,05%;0,06%;0,07%
02 Aragón;2017;total;11,44;7,121;9,3;6,8;1.255;2.008;15,7;4,1;3,7;1,9;Distribución de la renta S80/S20;4,6;1,06%;0,31%;0,10%;5,30%;2,96%;0,09%;1,78%;0,05%;0,06%;0,07%
02 Aragón;2017;total;11,44;7,121;9,3;6,8;1.255;2.008;15,7;4,1;3,7;1,9;Distribución de la renta S80/S20 (alquiler imputado);4,1;1,06%;0,31%;0,10%;5,30%;2,96%;0,09%;1,78%;0,05%;0,06%;0,07%
02 Aragón;2017;total;11,44;7,121;9,3;6,8;1.255;2.008;15,7;4,1;3,7;1,9;Gini;28,8;1,06%;0,31%;0,10%;5,30%;2,96%;0,09%;1,78%;0,05%;0,06%;0,07%
02 Aragón;2017;total;11,44;7,121;9,3;6,8;1.255;2.008;15,7;4,1;3,7;1,9;Gini (con alquiler imputado);26,5;1,06%;0,31%;0,10%;5,30%;2,96%;0,09%;1,78%;0,05%;0,06%;0,07%
02 Aragón;2018;hombres;7,801;4,772;9,3;7,2;1.288;2.008;15,6;5,2;3,9;4,7;Distribución de la renta S80/S20;4,3;1,10%;0,33%;0,11%;5,40%;3,00%;0,10%;1,74%;0,06%;0,06%;0,07%
02 Aragón;2018;hombres;7,801;4,772;9,3;7,2;1.288;2.008;15,6;5,2;3,9;4,7;Distribución de la renta S80/S20 (alquiler imputado);3,8;1,10%;0,33%;0,11%;5,40%;3,00%;0,10%;1,74%;0,06%;0,06%;0,07%
02 Aragón;2018;hombres;7,801;4,772;9,3;7,2;1.288;2.008;15,6;5,2;3,9;4,7;Gini;27,3;1,10%;0,33%;0,11%;5,40%;3,00%;0,10%;1,74%;0,06%;0,06%;0,07%
02 Aragón;2018;hombres;7,801;4,772;9,3;7,2;1.288;2.008;15,6;5,2;3,9;4,7;Gini (con alquiler imputado);25,3;1,10%;0,33%;0,11%;5,40%;3,00%;0,10%;1,74%;0,06%;0,06%;0,07%
02 Aragón;2018;mujeres;16,631;8,769;9,3;7,2;1.288;2.008;15,6;5,2;3,9;4,7;Distribución de la renta S80/S20;4,3;1,10%;0,33%;0,11%;5,40%;3,00%;0,10%;1,74%;0,06%;0,06%;0,07%
02 Aragón;2018;mujeres;16,631;8,769;9,3;7,2;1.288;2.008;15,6;5,2;3,9;4,7;Distribución de la renta S80/S20 (alquiler imputado);3,8;1,10%;0,33%;0,11%;5,40%;3,00%;0,10%;1,74%;0,06%;0,06%;0,07%
02 Aragón;2018;mujeres;16,631;8,769;9,3;7,2;1.288;2.008;15,6;5,2;3,9;4,7;Gini;27,3;1,10%;0,33%;0,11%;5,40%;3,00%;0,10%;1,74%;0,06%;0,06%;0,07%
02 Aragón;2018;mujeres;16,631;8,769;9,3;7,2;1.288;2.008;15,6;5,2;3,9;4,7;Gini (con alquiler imputado);25,3;1,10%;0,33%;0,11%;5,40%;3,00%;0,10%;1,74%;0,06%;0,06%;0,07%
02 Aragón;2018;total;12,284;7,029;9,3;7,2;1.288;2.008;15,6;5,2;3,9;4,7;Distribución de la renta S80/S20;4,3;1,10%;0,33%;0,11%;5,40%;3,00%;0,10%;1,74%;0,06%;0,06%;0,07%
02 Aragón;2018;total;12,284;7,029;9,3;7,2;1.288;2.008;15,6;5,2;3,9;4,7;Distribución de la renta S80/S20 (alquiler imputado);3,8;1,10%;0,33%;0,11%;5,40%;3,00%;0,10%;1,74%;0,06%;0,06%;0,07%
02 Aragón;2018;total;12,284;7,029;9,3;7,2;1.288;2.008;15,6;5,2;3,9;4,7;Gini;27,3;1,10%;0,33%;0,11%;5,40%;3,00%;0,10%;1,74%;0,06%;0,06%;0,07%
02 Aragón;2018;total;12,284;7,029;9,3;7,2;1.288;2.008;15,6;5,2;3,9;4,7;Gini (con alquiler imputado);25,3;1,10%;0,33%;0,11%;5,40%;3,00%;0,10%;1,74%;0,06%;0,06%;0,07%
02 Aragón;2019;hombres;8,307;4,897;9,3;7,7;1.32;2.008;10,7;4,9;3,8;6,1;Distribución de la renta S80/S20;4,7;1,06%;0,32%;0,10%;5,23%;2,91%;0,09%;1,69%;0,05%;0,06%;0,07%
02 Aragón;2019;hombres;8,307;4,897;9,3;7,7;1.32;2.008;10,7;4,9;3,8;6,1;Distribución de la renta S80/S20 (alquiler imputado);4,1;1,06%;0,32%;0,10%;5,23%;2,91%;0,09%;1,69%;0,05%;0,06%;0,07%
02 Aragón;2019;hombres;8,307;4,897;9,3;7,7;1.32;2.008;10,7;4,9;3,8;6,1;Gini;27,5;1,06%;0,32%;0,10%;5,23%;2,91%;0,09%;1,69%;0,05%;0,06%;0,07%
02 Aragón;2019;hombres;8,307;4,897;9,3;7,7;1.32;2.008;10,7;4,9;3,8;6,1;Gini (con alquiler imputado);25,7;1,06%;0,32%;0,10%;5,23%;2,91%;0,09%;1,69%;0,05%;0,06%;0,07%
02 Aragón;2019;mujeres;17,325;9,001;9,3;7,7;1.32;2.008;10,7;4,9;3,8;6,1;Distribución de la renta S80/S20;4,7;1,06%;0,32%;0,10%;5,23%;2,91%;0,09%;1,69%;0,05%;0,06%;0,07%
02 Aragón;2019;mujeres;17,325;9,001;9,3;7,7;1.32;2.008;10,7;4,9;3,8;6,1;Distribución de la renta S80/S20 (alquiler imputado);4,1;1,06%;0,32%;0,10%;5,23%;2,91%;0,09%;1,69%;0,05%;0,06%;0,07%
02 Aragón;2019;mujeres;17,325;9,001;9,3;7,7;1.32;2.008;10,7;4,9;3,8;6,1;Gini;27,5;1,06%;0,32%;0,10%;5,23%;2,91%;0,09%;1,69%;0,05%;0,06%;0,07%
02 Aragón;2019;mujeres;17,325;9,001;9,3;7,7;1.32;2.008;10,7;4,9;3,8;6,1;Gini (con alquiler imputado);25,7;1,06%;0,32%;0,10%;5,23%;2,91%;0,09%;1,69%;0,05%;0,06%;0,07%
02 Aragón;2019;total;12,883;7,214;9,3;7,7;1.32;2.008;10,7;4,9;3,8;6,1;Distribución de la renta S80/S20;4,7;1,06%;0,32%;0,10%;5,23%;2,91%;0,09%;1,69%;0,05%;0,06%;0,07%
02 Aragón;2019;total;12,883;7,214;9,3;7,7;1.32;2.008;10,7;4,9;3,8;6,1;Distribución de la renta S80/S20 (alquiler imputado);4,1;1,06%;0,32%;0,10%;5,23%;2,91%;0,09%;1,69%;0,05%;0,06%;0,07%
02 Aragón;2019;total;12,883;7,214;9,3;7,7;1.32;2.008;10,7;4,9;3,8;6,1;Gini;27,5;1,06%;0,32%;0,10%;5,23%;2,91%;0,09%;1,69%;0,05%;0,06%;0,07%
02 Aragón;2019;total;12,883;7,214;9,3;7,7;1.32;2.008;10,7;4,9;3,8;6,1;Gini (con alquiler imputado);25,7;1,06%;0,32%;0,10%;5,23%;2,91%;0,09%;1,69%;0,05%;0,06%;0,07%
02 Aragón;2020;hombres;8,42;4,565;9,3;7,8;1.318;2.008;12,5;5,9;5,4;4,8;Distribución de la renta S80/S20;4,7;1,22%;0,36%;0,12%;5,80%;3,33%;0,10%;1,84%;0,07%;0,05%;0,08%
02 Aragón;2020;hombres;8,42;4,565;9,3;7,8;1.318;2.008;12,5;5,9;5,4;4,8;Distribución de la renta S80/S20 (alquiler imputado);4;1,22%;0,36%;0,12%;5,80%;3,33%;0,10%;1,84%;0,07%;0,05%;0,08%
02 Aragón;2020;hombres;8,42;4,565;9,3;7,8;1.318;2.008;12,5;5,9;5,4;4,8;Gini;27,4;1,22%;0,36%;0,12%;5,80%;3,33%;0,10%;1,84%;0,07%;0,05%;0,08%
02 Aragón;2020;hombres;8,42;4,565;9,3;7,8;1.318;2.008;12,5;5,9;5,4;4,8;Gini (con alquiler imputado);25,7;1,22%;0,36%;0,12%;5,80%;3,33%;0,10%;1,84%;0,07%;0,05%;0,08%
02 Aragón;2020;mujeres;17,487;8,953;9,3;7,8;1.318;2.008;12,5;5,9;5,4;4,8;Distribución de la renta S80/S20;4,7;1,22%;0,36%;0,12%;5,80%;3,33%;0,10%;1,84%;0,07%;0,05%;0,08%
02 Aragón;2020;mujeres;17,487;8,953;9,3;7,8;1.318;2.008;12,5;5,9;5,4;4,8;Distribución de la renta S80/S20 (alquiler imputado);4;1,22%;0,36%;0,12%;5,80%;3,33%;0,10%;1,84%;0,07%;0,05%;0,08%
02 Aragón;2020;mujeres;17,487;8,953;9,3;7,8;1.318;2.008;12,5;5,9;5,4;4,8;Gini;27,4;1,22%;0,36%;0,12%;5,80%;3,33%;0,10%;1,84%;0,07%;0,05%;0,08%
02 Aragón;2020;mujeres;17,487;8,953;9,3;7,8;1.318;2.008;12,5;5,9;5,4;4,8;Gini (con alquiler imputado);25,7;1,22%;0,36%;0,12%;5,80%;3,33%;0,10%;1,84%;0,07%;0,05%;0,08%
02 Aragón;2020;total;13,019;7,038;9,3;7,8;1.318;2.008;12,5;5,9;5,4;4,8;Distribución de la renta S80/S20;4,7;1,22%;0,36%;0,12%;5,80%;3,33%;0,10%;1,84%;0,07%;0,05%;0,08%
02 Aragón;2020;total;13,019;7,038;9,3;7,8;1.318;2.008;12,5;5,9;5,4;4,8;Distribución de la renta S80/S20 (alquiler imputado);4;1,22%;0,36%;0,12%;5,80%;3,33%;0,10%;1,84%;0,07%;0,05%;0,08%
02 Aragón;2020;total;13,019;7,038;9,3;7,8;1.318;2.008;12,5;5,9;5,4;4,8;Gini;27,4;1,22%;0,36%;0,12%;5,80%;3,33%;0,10%;1,84%;0,07%;0,05%;0,08%
02 Aragón;2020;total;13,019;7,038;9,3;7,8;1.318;2.008;12,5;5,9;5,4;4,8;Gini (con alquiler imputado);25,7;1,22%;0,36%;0,12%;5,80%;3,33%;0,10%;1,84%;0,07%;0,05%;0,08%
02 Aragón;2021;hombres;8,84;5,451;9,3;7,9;1.319;2.008;15,1;6,7;12,4;6,1;Distribución de la renta S80/S20;4,9;1,23%;0,36%;0,11%;6,15%;3,40%;0,09%;1,77%;0,09%;0,06%;0,08%
02 Aragón;2021;hombres;8,84;5,451;9,3;7,9;1.319;2.008;15,1;6,7;12,4;6,1;Distribución de la renta S80/S20 (alquiler imputado);4,4;1,23%;0,36%;0,11%;6,15%;3,40%;0,09%;1,77%;0,09%;0,06%;0,08%
02 Aragón;2021;hombres;8,84;5,451;9,3;7,9;1.319;2.008;15,1;6,7;12,4;6,1;Gini;28,7;1,23%;0,36%;0,11%;6,15%;3,40%;0,09%;1,77%;0,09%;0,06%;0,08%
02 Aragón;2021;hombres;8,84;5,451;9,3;7,9;1.319;2.008;15,1;6,7;12,4;6,1;Gini (con alquiler imputado);27;1,23%;0,36%;0,11%;6,15%;3,40%;0,09%;1,77%;0,09%;0,06%;0,08%
02 Aragón;2021;mujeres;18,14;10,463;9,3;7,9;1.319;2.008;15,1;6,7;12,4;6,1;Distribución de la renta S80/S20;4,9;1,23%;0,36%;0,11%;6,15%;3,40%;0,09%;1,77%;0,09%;0,06%;0,08%
02 Aragón;2021;mujeres;18,14;10,463;9,3;7,9;1.319;2.008;15,1;6,7;12,4;6,1;Distribución de la renta S80/S20 (alquiler imputado);4,4;1,23%;0,36%;0,11%;6,15%;3,40%;0,09%;1,77%;0,09%;0,06%;0,08%
02 Aragón;2021;mujeres;18,14;10,463;9,3;7,9;1.319;2.008;15,1;6,7;12,4;6,1;Gini;28,7;1,23%;0,36%;0,11%;6,15%;3,40%;0,09%;1,77%;0,09%;0,06%;0,08%
02 Aragón;2021;mujeres;18,14;10,463;9,3;7,9;1.319;2.008;15,1;6,7;12,4;6,1;Gini (con alquiler imputado);27;1,23%;0,36%;0,11%;6,15%;3,40%;0,09%;1,77%;0,09%;0,06%;0,08%
02 Aragón;2021;total;13,548;8,271;9,3;7,9;1.319;2.008;15,1;6,7;12,4;6,1;Distribución de la renta S80/S20;4,9;1,23%;0,36%;0,11%;6,15%;3,40%;0,09%;1,77%;0,09%;0,06%;0,08%
02 Aragón;2021;total;13,548;8,271;9,3;7,9;1.319;2.008;15,1;6,7;12,4;6,1;Distribución de la renta S80/S20 (alquiler imputado);4,4;1,23%;0,36%;0,11%;6,15%;3,40%;0,09%;1,77%;0,09%;0,06%;0,08%
02 Aragón;2021;total;13,548;8,271;9,3;7,9;1.319;2.008;15,1;6,7;12,4;6,1;Gini;28,7;1,23%;0,36%;0,11%;6,15%;3,40%;0,09%;1,77%;0,09%;0,06%;0,08%
02 Aragón;2021;total;13,548;8,271;9,3;7,9;1.319;2.008;15,1;6,7;12,4;6,1;Gini (con alquiler imputado);27;1,23%;0,36%;0,11%;6,15%;3,40%;0,09%;1,77%;0,09%;0,06%;0,08%
02 Aragón;2022;hombres;8,753322754;5,642392348;9,3;8,2;1.333;2.008;17,5;6,9;8,8;3,1;Distribución de la renta S80/S20;4,4;1,07%;0,33%;0,13%;5,34%;3,14%;0,08%;1,65%;0,14%;0,09%;0,07%
02 Aragón;2022;hombres;8,753322754;5,642392348;9,3;8,2;1.333;2.008;17,5;6,9;8,8;3,1;Distribución de la renta S80/S20 (alquiler imputado);4;1,07%;0,33%;0,13%;5,34%;3,14%;0,08%;1,65%;0,14%;0,09%;0,07%
02 Aragón;2022;hombres;8,753322754;5,642392348;9,3;8,2;1.333;2.008;17,5;6,9;8,8;3,1;Gini;27,3;1,07%;0,33%;0,13%;5,34%;3,14%;0,08%;1,65%;0,14%;0,09%;0,07%
02 Aragón;2022;hombres;8,753322754;5,642392348;9,3;8,2;1.333;2.008;17,5;6,9;8,8;3,1;Gini (con alquiler imputado);25,6;1,07%;0,33%;0,13%;5,34%;3,14%;0,08%;1,65%;0,14%;0,09%;0,07%
02 Aragón;2022;mujeres;18,00595663;10,38565322;9,3;8,2;1.333;2.008;17,5;6,9;8,8;3,1;Distribución de la renta S80/S20;4,4;1,07%;0,33%;0,13%;5,34%;3,14%;0,08%;1,65%;0,14%;0,09%;0,07%
02 Aragón;2022;mujeres;18,00595663;10,38565322;9,3;8,2;1.333;2.008;17,5;6,9;8,8;3,1;Distribución de la renta S80/S20 (alquiler imputado);4;1,07%;0,33%;0,13%;5,34%;3,14%;0,08%;1,65%;0,14%;0,09%;0,07%
